Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
K59.0	Constipation	29170	magnesium trisilicate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	142131	magnesium aspartate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	283578	magnesium malate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29155	magnesium carbonate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	214688	magnesium lactate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	139233	magnesium orotate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	314718	magnesium acetate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52356	magnesium citrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6574	magnesium	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6581	magnesium hydroxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6585	magnesium sulfate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52358	magnesium gluconate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6582	magnesium oxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6579	magnesium chloride	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	1426853	magnesium cation	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	236741	magnesium sulfate heptahydrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	215976	magnesium, chelated	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29170	magnesium trisilicate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	142131	magnesium aspartate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	283578	magnesium malate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29155	magnesium carbonate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	214688	magnesium lactate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	139233	magnesium orotate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	314718	magnesium acetate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52356	magnesium citrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6574	magnesium	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6581	magnesium hydroxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6585	magnesium sulfate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52358	magnesium gluconate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6582	magnesium oxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6579	magnesium chloride	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	1426853	magnesium cation	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	236741	magnesium sulfate heptahydrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	215976	magnesium, chelated	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29170	magnesium trisilicate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	142131	magnesium aspartate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	283578	magnesium malate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29155	magnesium carbonate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	214688	magnesium lactate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	139233	magnesium orotate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	314718	magnesium acetate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52356	magnesium citrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6574	magnesium	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6581	magnesium hydroxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6585	magnesium sulfate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52358	magnesium gluconate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6582	magnesium oxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K85.9	Pancreatitis NOS	7393	niacin	E88.09	Bisalbuminemia	5.24e-05	0.008	-0.00596	MIMIC-IV
I10	high blood pressure	1369	bendroflumethiazide	M31.1	Thrombotic microangiopathy	5.23e-05	2e-16	-0.0522	UKB
I10	high blood pressure	214288	Bendroflumethiazide / Nadolol	M31.1	Thrombotic microangiopathy	5.23e-05	2e-16	-0.0522	UKB
J15.9	Unspecified bacterial pneumonia	3356	dicloxacillin	J80	Adult hyaline membrane disease	5.23e-05	0.018	-0.000163	MIMIC-IV
I47.2	Ventricular tachycardia	49737	esmolol	I42	Cardiomyopathy	5.16e-05	0.012	-0.000957	MIMIC-IV
J15.9	Unspecified bacterial pneumonia	139462	moxifloxacin	J80	Adult hyaline membrane disease	5.16e-05	2e-16	-0.000161	MIMIC-IV
C91.10	Chronic lymphocytic leukemia of B-cell type NOS	24698	fludarabine	H47.1	Papilledema	5.13e-05	0.002	0.0159	MIMIC-IV
I22	cardiac infarction	49276	doxazosin	I51.4	Myocarditis NOS	5.08e-05	0.016	-0.0249	MIMIC-IV
I26	Pulmonary embolism	1364430	apixaban	J85.2	Abscess of lung NOS	5.01e-05	0.01	0.172	MIMIC-IV
I26	Pulmonary embolism	1114195	rivaroxaban	J86.9	Pyopneumothorax	4.98e-05	0.014	-0.0147	MIMIC-IV
I10	high blood pressure	8629	prazosin	I67.9	Cerebrovascular disease, unspecified	4.97e-05	0.024	0.00123	MIMIC-IV
I10	high blood pressure	134615	brimonidine	D61.9	Medullary hypoplasia	4.96e-05	0.004	-0.0141	MIMIC-IV
K50	granulomatous enteritis	22701	(+)-panthenol	C85.9	Lymphoma NOS	4.94e-05	2e-16	-0.0219	MIMIC-IV
K50	granulomatous enteritis	36118	calcitonin (salmon synthetic)	C85.9	Lymphoma NOS	4.94e-05	2e-16	-0.0219	MIMIC-IV
K50	granulomatous enteritis	2418	cholecalciferol	C85.9	Lymphoma NOS	4.94e-05	2e-16	-0.0219	MIMIC-IV
C85.9	Lymphoma NOS	11198	vinblastine	N17.9	Acute renal failure, unspecified	4.94e-05	0.022	-0.0002	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	107011	Nystatin / Triamcinolone	M24.6	Ankylosis of joint	4.89e-05	2e-16	-0.0105	UKB
M06.9	Rheumatoid arthritis, unspecified	10759	triamcinolone	M24.6	Ankylosis of joint	4.89e-05	2e-16	-0.0105	UKB
M06.9	Rheumatoid arthritis, unspecified	1158231	triamcinolone topical product	M24.6	Ankylosis of joint	4.89e-05	2e-16	-0.0105	UKB
I21	cardiac infarction	301542	rosuvastatin	I51.4	Myocarditis NOS	4.86e-05	0.01	-0.0323	MIMIC-IV
K21.9	Esophageal reflux NOS	4278	famotidine	J84.112	Idiopathic pulmonary fibrosis	4.81e-05	2e-16	-0.131	MIMIC-IV
I10	high blood pressure	35296	ramipril	M31.1	Thrombotic microangiopathy	4.8e-05	2e-16	-0.0412	UKB
C80.1	Cancer NOS	1622	bleomycin	I26	Pulmonary embolism	4.78e-05	0.008	-0.000131	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	1158231	triamcinolone topical product	M87.9	Necrosis of bone NOS	4.76e-05	0.016	0.161	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	10759	triamcinolone	M87.9	Necrosis of bone NOS	4.76e-05	0.016	0.161	MIMIC-IV
B34.9	Viremia NOS	9344	ribavirin	J45	Asthma	4.69e-05	0.004	-0.000131	MIMIC-IV
N04	lipoid nephrosis	9997	spironolactone	I67.4	Hypertensive encephalopathy	4.69e-05	0.002	0.681	MIMIC-IV
B20	AIDS-related complex [ARC]	3639	doxorubicin	E05.9	Hyperthyroidism NOS	4.66e-05	2e-16	-0.0295	MIMIC-IV
K74.60	Cirrhosis (of liver) NOS	4603	furosemide	I89.8	Chylous cyst	4.63e-05	0.012	0.059	MIMIC-IV
I10	high blood pressure	6918	metoprolol	I67.82	Cerebral ischemia	4.62e-05	0.004	-0.0319	MIMIC-IV
N04	lipoid nephrosis	1158231	triamcinolone topical product	I67.4	Hypertensive encephalopathy	4.61e-05	2e-16	0.874	MIMIC-IV
N04	lipoid nephrosis	10759	triamcinolone	I67.4	Hypertensive encephalopathy	4.61e-05	2e-16	0.874	MIMIC-IV
I21	cardiac infarction	5470	hydralazine	Q21.0	Roger's disease	4.6e-05	2e-16	-0.0665	MIMIC-IV
C85.9	Lymphoma NOS	24698	fludarabine	N17.9	Acute renal failure, unspecified	4.59e-05	0.002	-0.00018	MIMIC-IV
C50	Paget's disease of breast	72143	raloxifene	D69.6	Thrombocytopenia, unspecified	4.59e-05	0.016	-0.000514	MIMIC-IV
E66.9	Obesity NOS	42347	bupropion	G93.2	Pseudotumor	4.58e-05	0.008	-0.0546	MIMIC-IV
I10	high blood pressure	37798	terazosin	G93.9	Disorder of brain, unspecified	4.57e-05	0.018	-0.00695	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	261432	Phenylephrine / Pyrilamine	R41.3	Amnesia NOS	4.51e-05	2e-16	-0.014	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	8163	phenylephrine	R41.3	Amnesia NOS	4.51e-05	2e-16	-0.014	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	1007646	phenylephrine / triprolidine	R41.3	Amnesia NOS	4.51e-05	2e-16	-0.014	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214449	Codeine / Phenylephrine / Promethazine	R41.3	Amnesia NOS	4.51e-05	2e-16	-0.014	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214603	Guaifenesin / Hydrocodone / Phenylephrine	R41.3	Amnesia NOS	4.51e-05	2e-16	-0.014	MIMIC-IV
M45	Ankylosing spondylitis	216525	Dexamethasone / Neomycin / Polymyxin B	M24.6	Ankylosis of joint	4.47e-05	2e-16	0.019	MIMIC-IV
M45	Ankylosing spondylitis	3264	dexamethasone	M24.6	Ankylosis of joint	4.47e-05	2e-16	0.019	MIMIC-IV
I22	cardiac infarction	6918	metoprolol	I51.4	Myocarditis NOS	4.41e-05	0.024	-0.03	MIMIC-IV
I10	high blood pressure	324042	Hydrochlorothiazide / Spironolactone	I51.4	Myocarditis NOS	4.39e-05	2e-16	-0.0182	UKB
I10	high blood pressure	9997	spironolactone	I51.4	Myocarditis NOS	4.39e-05	2e-16	-0.0182	UKB
M32	Systemic lupus erythematosus	693010	Neomycin / Polymyxin B / prednisolone	D68.61	Anticardiolipin syndrome	4.38e-05	0.016	-0.108	MIMIC-IV
M32	Systemic lupus erythematosus	690161	prednisolone / Sulfacetamide	D68.61	Anticardiolipin syndrome	4.38e-05	0.016	-0.108	MIMIC-IV
M32	Systemic lupus erythematosus	8638	prednisolone	D68.61	Anticardiolipin syndrome	4.38e-05	0.016	-0.108	MIMIC-IV
I10	high blood pressure	261417	Hydrochlorothiazide / quinapril	G62.9	Neuropathy NOS	4.34e-05	2e-16	-0.000785	UKB
I10	high blood pressure	35208	quinapril	G62.9	Neuropathy NOS	4.34e-05	2e-16	-0.000785	UKB
K51	Ulcerative colitis	1158231	triamcinolone topical product	K31.6	Gastrocolic fistula	4.33e-05	2e-16	-1.4	MIMIC-IV
K51	Ulcerative colitis	10759	triamcinolone	K31.6	Gastrocolic fistula	4.33e-05	2e-16	-1.4	MIMIC-IV
I21	cardiac infarction	3443	diltiazem	I25.3	Mural aneurysm	4.32e-05	0.012	-0.0348	MIMIC-IV
I21	cardiac infarction	214507	Diltiazem / Enalapril	I25.3	Mural aneurysm	4.32e-05	0.012	-0.0348	MIMIC-IV
A35	Tetanus NOS	21949	cyclobenzaprine	D68.61	Anticardiolipin syndrome	4.32e-05	0.014	-0.0155	MIMIC-IV
A42	Actinomycosis	723	amoxicillin	M60.0	Infective myositis	4.24e-05	2e-16	-0.0158	MIMIC-IV
C80.1	Cancer NOS	1622	bleomycin	I70	atheroma	4.24e-05	2e-16	-0.000106	MIMIC-IV
M32	Systemic lupus erythematosus	1158231	triamcinolone topical product	D68.61	Anticardiolipin syndrome	4.23e-05	0.012	-0.097	MIMIC-IV
M32	Systemic lupus erythematosus	10759	triamcinolone	D68.61	Anticardiolipin syndrome	4.23e-05	0.012	-0.097	MIMIC-IV
I21	cardiac infarction	662263	dorzolamide / Timolol	I51.4	Myocarditis NOS	4.19e-05	0.002	-0.0263	MIMIC-IV
I21	cardiac infarction	10600	timolol	I51.4	Myocarditis NOS	4.19e-05	0.002	-0.0263	MIMIC-IV
I21	cardiac infarction	1157100	timolol ophthalmic product	I51.4	Myocarditis NOS	4.19e-05	0.002	-0.0263	MIMIC-IV
I21	cardiac infarction	597142	brimonidine / Timolol	I51.4	Myocarditis NOS	4.19e-05	0.002	-0.0263	MIMIC-IV
I10	high blood pressure	31555	nebivolol	D61.9	Medullary hypoplasia	4.11e-05	0.008	-0.00132	UKB
N08	Nephritis	258337	Hydrochlorothiazide / Triamterene	N04	lipoid nephrosis	4.08e-05	2e-16	0.0394	MIMIC-IV
N08	Nephritis	10763	triamterene	N04	lipoid nephrosis	4.08e-05	2e-16	0.0394	MIMIC-IV
D86	Sarcoidosis	693010	Neomycin / Polymyxin B / prednisolone	N16	Pyelonephritis	4.06e-05	0.016	-0.0438	UKB
D86	Sarcoidosis	690161	prednisolone / Sulfacetamide	N16	Pyelonephritis	4.06e-05	0.016	-0.0438	UKB
D86	Sarcoidosis	8638	prednisolone	N16	Pyelonephritis	4.06e-05	0.016	-0.0438	UKB
K50	granulomatous enteritis	22701	(+)-panthenol	H20.9	Uveitis NOS	4.05e-05	2e-16	0.0467	MIMIC-IV
K50	granulomatous enteritis	36118	calcitonin (salmon synthetic)	H20.9	Uveitis NOS	4.05e-05	2e-16	0.0467	MIMIC-IV
K50	granulomatous enteritis	2418	cholecalciferol	H20.9	Uveitis NOS	4.05e-05	2e-16	0.0467	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	261432	Phenylephrine / Pyrilamine	G51.0	Facial palsy	4.05e-05	2e-16	-0.00935	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	8163	phenylephrine	G51.0	Facial palsy	4.05e-05	2e-16	-0.00935	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	1007646	phenylephrine / triprolidine	G51.0	Facial palsy	4.05e-05	2e-16	-0.00935	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214449	Codeine / Phenylephrine / Promethazine	G51.0	Facial palsy	4.05e-05	2e-16	-0.00935	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214603	Guaifenesin / Hydrocodone / Phenylephrine	G51.0	Facial palsy	4.05e-05	2e-16	-0.00935	MIMIC-IV
K74.60	Cirrhosis (of liver) NOS	9344	ribavirin	K92.0	Hematemesis	4.03e-05	2e-16	-0.00728	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	J84.116	Cryptogenic organizing pneumonia	3.98e-05	0.012	0.205	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	1114195	rivaroxaban	I51.4	Myocarditis NOS	3.97e-05	0.006	-0.0225	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	161	acetaminophen	M75.0	Frozen shoulder	3.94e-05	2e-16	-0.0468	MIMIC-IV
K76.9	Liver disease, unspecified	9344	ribavirin	D69.6	Thrombocytopenia, unspecified	3.91e-05	0.02	-0.000358	MIMIC-IV
J43	Emphysema	7213	ipratropium	I51.4	Myocarditis NOS	3.87e-05	0.01	-0.0323	MIMIC-IV
I10	high blood pressure	358263	tadalafil	I11	Hypertensive heart disease	3.85e-05	2e-16	-0.0633	UKB
E83.52	Hypercalcemia	8640	prednisone	N25.1	Nephrogenic diabetes insipidus	3.84e-05	2e-16	-0.058	MIMIC-IV
I10	high blood pressure	20352	carvedilol	I51.4	Myocarditis NOS	3.8e-05	0.004	-0.0303	MIMIC-IV
E66.9	Obesity NOS	42347	bupropion	E79	Disorders of purine and pyrimidine metabolism	3.73e-05	0.012	-0.0101	MIMIC-IV
I50.9	Congestive heart disease	1488564	dapagliflozin	J81	Pulmonary edema	3.72e-05	0.004	-0.000167	MIMIC-IV
I22	cardiac infarction	8629	prazosin	I51.4	Myocarditis NOS	3.69e-05	2e-16	-0.0191	MIMIC-IV
K21.9	Esophageal reflux NOS	4278	famotidine	H92.0	Otalgia	3.57e-05	0.026	-0.0483	MIMIC-IV
I22	cardiac infarction	9997	spironolactone	G24	Dystonia	3.57e-05	0.016	-0.0151	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	25255	formoterol	J93.1	Other spontaneous pneumothorax	3.49e-05	0.002	-0.00529	UKB
K21.9	Esophageal reflux NOS	6579	magnesium chloride	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	J84.112	Idiopathic pulmonary fibrosis	3.46e-05	0.018	-0.243	MIMIC-IV
