Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
M10	Gout	519	allopurinol	I21	cardiac infarction	-0.005835	2e-16	0.032685	UKB
K51	Ulcerative colitis	1256	azathioprine	I10	high blood pressure	-0.005858	2e-16	0.012495	UKB
F20	Schizophrenia	2626	clozapine	F41.9	Anxiety NOS	-0.005906	2e-16	0.046546	MIMIC-IV
J45	Asthma	1165657	fluticasone topical product	J96.0	Acute respiratory failure	-0.00591	2e-16	0.04483	MIMIC-IV
J45	Asthma	41126	fluticasone	J96.0	Acute respiratory failure	-0.00591	2e-16	0.04483	MIMIC-IV
N18	Chronic renal failure	214824	sevelamer	D64.9	Anemia, unspecified	-0.00592	2e-16	0.03018	MIMIC-IV
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	G62.9	Neuropathy NOS	-0.005924	2e-16	0.128248	UKB
J44.9	Chronic obstructive lung disease NOS	5032	guaifenesin	D64.9	Anemia, unspecified	-0.00596	2e-16	0.02662	MIMIC-IV
D47.3	Primary thrombocytosis	5552	hydroxyurea	I81	Portal vein thrombosis	-0.005965	2e-16	0.01287	MIMIC-IV
C50	Paget's disease of breast	72962	docetaxel	I21	cardiac infarction	-0.006044	0.006	0.011936	MIMIC-IV
E11	diabetes NOS	6809	metformin	E86	Volume depletion	-0.006059	2e-16	0.04605	UKB
E11	diabetes NOS	6809	metformin	E83	Disorders of mineral metabolism	-0.00608	2e-16	0.05	UKB
E83.52	Hypercalcemia	8640	prednisone	N19	Uremia NOS	-0.00608	2e-16	0.02018	MIMIC-IV
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	N19	Uremia NOS	-0.006089	2e-16	0.174602	UKB
